Total Business Value,Emp_ID,Age,Gender,City,Education_Level,Salary,Joining Designation,Designation,Quarterly Rating,Target
100190,1340,32,1,6,0,70038,2,2,1,1
832510,1341,35,1,13,1,53117,3,3,2,0
807040,1342,32,0,12,1,31057,2,2,1,1
8137390,1343,36,0,18,0,75417,2,3,1,1
432940,1345,29,1,21,1,15186,2,2,1,0
0,1347,31,1,17,1,54901,2,2,1,1
551530,1348,36,1,17,2,58052,2,2,1,1
4877210,1349,33,1,23,1,67126,1,3,1,1
0,1350,39,1,6,1,43705,2,2,1,1
0,1351,27,1,27,1,74837,2,2,1,0
191040,1352,33,1,6,0,99415,2,2,1,1
749150,1353,44,1,3,1,49049,2,2,1,1
11686450,1354,34,0,12,2,54212,2,3,1,1
1638630,1356,31,0,2,2,29306,2,2,1,1
0,1357,39,1,21,2,105400,3,3,1,1
0,1358,32,1,14,0,44463,2,2,1,0
0,1359,31,1,0,2,52007,2,2,1,1
3068720,1360,32,1,12,1,107592,4,4,1,1
566200,1361,40,1,8,2,26796,1,1,1,1
0,1362,29,1,12,0,72843,2,2,1,1
12628580,1363,45,0,10,1,32736,2,3,1,1
566440,1364,43,0,3,0,87325,3,3,1,1
1525920,1365,30,1,9,2,25483,1,1,1,1
0,1366,39,1,14,1,17496,2,2,1,1
1601650,1369,29,0,1,1,54231,1,1,1,1
12707450,1370,37,0,14,2,66350,1,1,1,0
17620700,1371,27,1,18,1,28447,1,1,2,1
2397340,1372,31,0,13,2,37695,1,1,4,0
363000,1373,34,1,18,2,47651,2,2,1,1
23297720,1374,34,1,24,0,88121,1,2,1,0
1081690,1375,48,0,0,2,44722,1,1,1,1
0,1376,23,1,15,2,44907,1,1,1,1
501960,1378,28,0,20,1,52711,2,2,1,1
0,1379,29,1,0,1,68975,2,2,1,0
2973920,1380,28,0,8,0,77197,2,2,1,1
351230,1381,41,0,28,2,82617,3,3,1,0
9207200,1382,33,0,7,2,68259,3,3,2,0
0,1383,28,1,10,1,88777,2,2,1,1
5075440,1384,34,1,12,1,38059,1,1,2,1
0,1385,31,0,15,1,74265,3,3,1,1
1164500,1386,27,0,18,2,25458,1,1,1,1
200000,1387,35,1,6,2,51930,2,2,1,1
100880,1388,32,1,18,1,44566,2,2,1,1
605840,1390,51,1,6,1,81150,2,3,1,1
5338460,1392,40,0,4,0,89118,1,4,2,1
1241460,1393,30,1,22,2,54154,2,2,2,0
253900,1394,36,1,17,0,57908,2,2,1,1
0,1395,46,0,24,2,30292,1,1,1,1
4586180,1396,31,1,7,0,54821,2,2,1,1
1399000,1397,37,0,2,0,106794,3,3,1,1
0,1398,32,0,9,0,44160,2,2,1,1
1320720,1399,37,0,7,2,48576,2,2,2,0
0,1400,39,1,23,2,59112,2,2,1,1
229200,1401,32,0,23,0,58073,3,3,1,0
1684920,1402,33,0,25,1,19072,1,1,1,1
1690620,1403,36,1,0,1,64693,2,2,1,1
7758650,1405,33,1,3,0,119870,3,3,4,0
3060390,1406,33,1,20,0,80586,1,3,1,1
1195750,1407,27,1,18,0,27806,1,1,1,1
0,1409,33,0,24,0,81561,3,3,1,1
0,1410,25,1,24,2,44061,1,1,1,1
1833630,1411,40,1,27,1,126416,3,3,2,1
0,1412,34,1,3,0,77528,3,3,1,0
4514140,1413,27,1,21,2,29181,1,1,1,1
20941450,1414,31,0,21,0,47329,1,2,3,0
944190,1415,29,1,12,0,20641,1,1,2,1
919460,1416,32,0,8,0,55374,1,1,2,0
552030,1417,38,1,12,2,41446,1,1,1,1
1592290,1418,31,1,8,2,67679,1,1,1,1
503720,1419,34,1,15,1,17855,1,1,1,0
695650,1421,27,1,13,0,62396,3,3,1,1
6187090,1422,31,0,3,2,58946,2,2,2,1
1502540,1424,31,1,16,1,48369,2,2,1,1
442880,1425,26,1,7,1,37613,1,1,1,1
25624290,1426,37,1,0,0,98220,1,3,2,0
2495300,1428,27,1,11,1,90585,3,3,3,0
1741830,1429,33,0,26,0,70900,1,1,1,1
0,1430,31,0,25,1,19433,2,2,1,1
0,1431,37,0,26,0,52963,2,2,1,1
16090900,1432,34,1,18,1,29365,1,2,3,0
1620670,1433,25,1,7,1,57678,3,3,2,0
0,1434,37,1,13,0,57744,3,3,1,0
100920,1435,25,0,6,2,19020,1,1,1,1
149660,1436,25,1,27,1,64128,2,2,1,1
742860,1437,34,0,22,2,56060,2,2,1,0
966790,1438,37,1,1,1,63819,3,3,2,0
463890,1439,31,0,26,0,49664,1,1,1,1
499890,1441,28,1,1,0,78906,2,2,1,1
0,1442,27,1,4,1,54126,2,2,1,1
551680,1443,36,0,18,0,48540,2,2,1,1
4204270,1444,29,0,25,2,27216,1,1,3,1
37693910,1446,39,0,27,2,119932,2,4,2,0
4750660,1447,45,1,21,2,56478,3,3,4,0
0,1448,36,0,27,1,57087,2,2,1,0
0,1449,26,0,1,1,36529,1,1,1,0
1662660,1450,30,0,25,0,33246,2,2,1,1
262400,1451,25,0,17,0,61502,1,1,1,1
5943130,1452,31,1,16,2,61218,1,1,3,1
1957360,1453,31,1,12,1,34593,1,1,2,1
0,1454,33,1,22,2,135337,3,3,1,0
0,1455,30,1,8,0,55718,2,2,1,1
150720,1456,32,1,28,0,54906,2,2,1,1
0,1457,35,1,3,0,48050,3,3,1,1
1970870,1458,28,0,8,2,41971,2,2,1,1
1476320,1459,34,1,17,2,70994,2,2,1,1
6766950,1461,46,1,1,1,39841,2,2,2,1
0,1462,27,0,9,2,58278,2,2,1,0
8420350,1463,42,1,11,0,38105,1,1,2,1
19778240,1464,48,0,17,2,69141,1,2,3,1
100310,1465,34,1,8,1,45180,3,3,1,1
859940,1466,42,1,11,0,45183,2,2,1,1
709210,1468,31,1,12,0,66779,3,3,1,0
752450,1469,28,1,28,1,44091,1,1,2,1
13715180,1470,30,1,20,1,47565,1,1,2,1
1455180,1471,36,1,19,0,43690,1,1,1,1
18851330,1472,41,0,14,2,107368,2,4,1,1
0,1473,41,1,18,1,94171,3,3,1,1
0,1474,27,1,19,0,25207,2,2,1,1
26696700,1475,28,1,13,0,104567,3,3,4,0
150360,1476,33,1,5,0,39422,2,2,1,1
0,1477,30,1,27,2,110542,4,4,1,1
5143840,1479,37,1,24,1,50436,3,3,1,1
0,1480,29,0,17,1,39635,2,2,1,1
394850,1481,36,0,11,0,16688,1,1,1,1
0,1482,38,0,19,0,50211,3,3,1,1
485600,1483,24,0,4,2,40408,1,1,1,1
47124880,1484,46,1,11,1,101198,2,4,3,0
0,1485,25,1,13,0,46010,1,1,1,1
29181100,1486,45,0,6,1,81172,1,4,1,0
1979760,1487,30,1,18,2,23299,1,1,2,1
1410500,1489,29,1,27,0,39403,2,2,3,0
1174310,1490,39,0,13,1,71142,2,2,1,1
0,1491,26,1,12,0,56936,2,2,1,1
0,1492,42,1,0,1,130279,3,3,1,1
4722090,1493,27,1,10,2,64476,1,1,1,1
0,1494,32,0,9,1,34356,1,1,1,1
889800,1495,30,1,14,2,97212,2,2,2,0
0,1498,28,0,3,1,49570,2,2,1,1
127760,1500,31,1,9,2,86551,3,3,1,1
0,1501,38,1,24,2,73316,3,3,1,0
150030,1502,35,0,13,2,64780,2,2,1,1
17624660,1504,50,1,27,2,31555,2,2,3,0
1052990,1505,27,0,14,0,69831,3,3,2,0
0,1506,31,0,5,0,57107,1,1,1,1
0,1507,39,0,10,2,60780,2,2,1,1
8000250,1508,33,1,15,1,108452,2,3,1,1
10264390,1509,35,1,19,0,79222,2,2,1,1
12796500,1510,28,0,7,0,92375,1,3,3,0
1741740,1512,32,1,15,0,49957,2,2,1,1
3117260,1513,25,0,20,1,19448,1,2,1,1
640640,1514,32,1,12,1,54667,3,3,1,0
0,1515,36,1,16,2,84573,3,3,1,0
658610,1516,35,0,3,2,75453,2,2,2,1
4504950,1517,42,0,2,2,125545,1,3,1,1
300210,1518,36,0,6,2,113064,3,3,1,0
5839760,1520,32,1,24,2,64559,1,2,1,1
0,1521,31,1,12,0,31401,1,1,1,0
1597690,1522,30,0,25,2,64606,2,2,1,1
0,1523,28,0,11,2,35116,1,1,1,1
1439130,1524,35,0,4,1,44784,2,2,1,1
711920,1525,28,0,4,1,61884,2,2,1,1
14026730,1526,34,1,0,2,60087,1,1,3,0
196920,1527,31,1,24,2,82042,2,2,1,0
0,1528,42,1,17,2,76707,2,2,1,1
0,1529,37,0,24,1,20523,1,1,1,0
0,1530,27,1,12,2,44841,1,1,1,1
320450,1531,31,1,17,2,46001,2,2,1,1
3268160,1532,37,1,11,0,48555,2,2,2,0
0,1533,32,0,14,1,74305,3,3,1,1
3329000,1534,30,0,18,1,96076,3,3,1,1
0,1536,27,1,6,2,39731,1,1,1,1
10990300,1540,32,1,24,2,44949,1,2,2,1
825600,1541,40,1,23,1,48956,1,1,2,1
0,1542,39,0,25,1,42300,1,1,1,1
0,1543,44,1,23,0,31948,1,1,1,1
350000,1544,37,1,4,0,90123,2,2,1,1
803540,1547,33,0,4,2,57863,2,2,1,1
1893740,1548,28,1,12,0,35090,1,1,1,1
21660330,1549,36,0,13,0,95945,1,3,3,0
483680,1550,30,1,11,0,25552,2,2,1,0
1553390,1553,45,0,0,1,24821,1,1,1,1
4071230,1555,29,1,15,0,42317,1,1,2,1
0,1556,31,0,18,1,21762,1,1,1,1
145500,1557,32,1,3,2,47379,1,1,1,1
3209970,1558,31,1,14,1,34561,2,2,1,1
2661590,1559,38,0,5,2,62853,1,1,1,1
9460590,1560,37,1,26,0,44999,1,2,2,1
386060,1561,31,1,17,1,30292,1,1,1,0
1350140,1562,25,0,8,2,31361,1,1,1,1
8856850,1563,42,0,19,2,35176,2,2,3,0
5698600,1565,36,0,28,0,30310,1,1,1,1
0,1566,31,0,25,1,59451,3,3,1,1
151600,1567,36,1,14,0,46726,3,3,1,1
0,1568,34,1,12,0,70455,2,2,1,0
6424400,1569,25,1,13,2,56760,1,1,1,1
0,1570,33,0,13,2,72503,2,2,1,1
0,1571,23,1,7,2,54632,1,1,1,1
0,1572,30,1,27,1,21245,2,2,1,1
19301010,1573,30,0,27,0,62349,1,2,4,0
0,1574,27,1,5,1,72839,2,2,1,1
0,1575,34,1,6,2,111621,3,3,1,1
5300890,1576,29,1,18,2,71740,3,3,2,1
0,1577,32,0,16,1,43963,2,2,1,1
6887200,1578,42,1,4,2,54922,2,2,1,1
7277380,1579,24,1,1,1,32779,1,1,4,0
0,1580,27,1,19,1,23149,2,2,1,1
0,1581,29,1,6,1,25873,1,1,1,1
2659790,1582,39,1,22,0,52711,2,2,2,1
0,1583,27,0,7,1,12456,1,1,1,1
17967580,1585,48,1,26,0,117644,2,4,1,1
0,1586,30,0,25,1,75643,2,2,1,0
3009570,1587,46,0,12,1,48111,2,2,1,1
19559860,1588,42,1,24,0,84516,1,2,3,0
1462050,1589,39,1,6,2,55037,3,3,1,1
0,1590,31,0,8,1,38396,2,2,1,1
0,1591,28,1,10,0,43897,2,2,1,1
3313220,1592,25,0,21,2,58051,1,1,3,0
0,1593,27,1,20,1,49886,2,2,1,1
450700,1594,33,1,12,0,76101,3,3,1,0
2272880,1595,29,1,14,0,27572,1,1,3,1
2512600,1597,38,0,8,0,54600,2,2,2,1
12423580,1598,35,1,12,2,95284,4,4,1,0
301200,1599,30,0,28,2,108812,3,3,1,0
6125270,1600,37,1,5,2,83083,3,3,1,1
0,1601,31,1,3,1,59932,2,2,1,1
1016890,1602,38,1,1,1,22645,1,1,1,1
0,1603,28,0,12,2,66465,1,1,1,1
4320510,1605,42,1,7,1,50832,1,1,3,0
22800020,1606,44,0,3,0,99127,1,3,3,0
4015020,1607,26,1,6,2,77477,3,3,1,1
0,1609,22,0,24,1,12987,1,1,1,1
1072630,1610,38,1,26,0,116218,2,4,1,1
4609660,1611,31,1,23,0,23537,1,1,1,1
12641110,1612,35,1,19,1,69697,2,2,1,1
0,1613,33,1,18,1,45531,2,2,1,1
0,1614,42,1,19,0,20797,2,2,1,1
0,1616,44,1,5,0,100297,5,5,1,1
0,1617,34,1,22,2,45153,1,1,1,1
0,1618,29,1,0,0,56985,2,2,1,0
0,1619,33,0,7,1,44706,2,2,1,0
7519640,1621,27,1,17,2,29043,1,1,4,1
0,1622,35,1,12,1,21412,2,2,1,0
14313890,1623,37,1,24,2,94437,1,3,2,0
101850,1624,30,0,4,0,72989,3,3,1,1
164520,1625,40,1,21,2,56380,3,3,1,0
0,1626,40,1,0,2,113174,4,4,1,0
0,1627,31,1,0,0,34473,2,2,1,1
0,1628,37,1,19,1,35189,3,3,1,1
7120860,1629,38,1,3,1,112424,2,4,1,0
0,1630,35,0,20,0,98568,2,2,1,1
9309340,1631,23,0,25,2,71984,1,3,1,1
0,1632,36,0,22,0,81876,2,2,1,0
6097060,1633,31,0,21,1,52126,2,2,3,0
270780,1634,23,0,13,0,40818,1,1,1,0
252760,1635,29,1,12,1,13417,1,1,1,1
0,1636,32,1,3,2,61712,3,3,1,1
948670,1637,34,0,0,2,68209,3,3,1,0
60153830,1638,33,0,11,0,122837,3,3,4,1
738300,1639,47,1,27,0,50533,1,1,1,1
11769770,1640,28,1,20,0,88169,3,3,2,1
15329900,1642,50,1,21,2,55774,2,2,3,0
454610,1643,36,1,17,0,47992,1,1,1,1
28842760,1644,48,0,28,0,105513,2,4,1,0
0,1645,25,1,22,1,15822,1,1,1,1
0,1646,33,0,0,2,74903,3,3,1,1
650770,1647,26,1,22,2,36114,1,1,1,1
0,1650,31,0,15,1,34600,2,2,1,0
4836070,1651,43,1,9,1,21942,1,1,2,1
1335220,1652,33,1,22,0,127193,3,3,2,0
0,1653,32,0,10,1,16486,1,1,1,1
16431480,1655,34,0,2,0,43252,1,2,3,0
21404140,1657,40,1,1,1,100892,1,4,2,0
3489080,1658,30,0,14,2,34234,1,1,2,0
0,1659,25,0,14,0,60688,2,2,1,1
543200,1661,43,1,12,0,21898,1,1,1,1
21851100,1662,43,0,0,1,120954,1,3,3,0
0,1663,36,1,24,2,59481,2,2,1,0
25121990,1664,52,0,19,0,91839,1,4,2,1
1139880,1665,35,1,3,0,52175,2,2,2,1
2921180,1666,34,1,13,0,42844,2,2,4,0
0,1667,42,1,21,0,58534,3,3,1,1
3416270,1668,33,0,6,1,52635,2,2,1,0
2903650,1669,22,1,17,1,11068,1,1,1,1
10734200,1670,34,0,0,0,24875,1,1,2,0
0,1671,29,0,28,1,62689,3,3,1,1
0,1672,37,0,5,0,115978,4,4,1,1
4016540,1673,52,0,5,2,81784,1,2,1,1
219010,1674,34,0,0,2,21627,1,1,1,1
21717750,1675,42,0,5,2,53930,1,1,1,1
1212980,1676,36,0,19,2,70831,2,2,2,0
4513790,1677,33,0,1,2,123255,2,2,4,1
5911900,1678,34,1,7,1,41305,2,2,2,0
14577970,1679,36,1,3,2,55285,1,2,2,0
3018940,1680,32,0,28,0,65299,2,2,1,1
500000,1681,29,1,9,2,40325,1,1,1,1
1989440,1682,24,1,16,2,48711,2,2,2,1
592150,1683,40,0,28,1,100798,3,3,2,1
3378920,1685,34,0,17,0,56916,1,1,1,1
174000,1686,34,1,6,1,30959,1,1,1,1
611520,1687,33,1,22,2,45207,1,1,1,1
0,1688,28,1,20,2,65448,2,2,1,1
123720,1689,36,0,22,2,50809,3,3,1,1
4984870,1690,35,1,20,0,87794,2,3,1,1
0,1692,34,1,22,2,82666,3,3,1,1
1799230,1693,34,0,13,0,48656,2,2,2,1
26073780,1694,29,1,6,0,61789,1,2,4,0
302530,1695,34,1,11,2,94933,3,3,1,1
0,1696,43,0,27,2,51246,2,2,1,0
152890,1697,27,0,5,1,57627,1,1,1,1
360000,1699,31,0,13,1,14166,1,1,1,1
983750,1701,32,0,28,1,17234,1,1,1,1
0,1702,39,1,22,1,45148,2,2,1,1
0,1703,27,0,11,1,39434,1,1,1,1
30735660,1704,30,0,9,0,114651,1,3,3,1
0,1706,30,0,7,2,104897,3,3,1,0
1885000,1707,35,0,25,1,21129,1,1,3,0
0,1708,25,1,10,1,57063,2,2,1,0
0,1709,34,1,8,1,35823,1,1,1,1
2094920,1710,43,0,26,0,121239,3,3,3,0
193680,1712,27,1,9,0,104754,3,3,1,0
14723750,1714,28,1,18,0,39559,1,2,3,0
510930,1715,29,1,15,1,66935,2,2,1,1
18180000,1716,32,0,26,1,89503,1,4,1,1
0,1717,24,1,11,2,27693,1,1,1,1
10223140,1718,36,0,18,1,95658,2,4,1,1
3934690,1719,46,0,22,1,44497,1,1,2,1
0,1720,33,1,21,1,73122,3,3,1,1
0,1721,37,0,24,1,26206,2,2,1,1
6492630,1722,42,1,19,2,76806,1,3,1,1
0,1723,30,1,0,0,29283,1,1,1,0
994340,1724,39,1,0,0,56536,2,2,2,0
0,1725,25,1,11,1,47565,2,2,1,0
0,1726,29,1,27,0,39121,1,1,1,1
0,1727,34,1,0,1,29359,1,1,1,1
0,1728,40,1,16,2,43047,2,2,1,1
5927690,1729,39,0,2,1,96317,1,3,2,1
0,1730,42,1,28,1,51579,1,1,1,1
0,1731,29,0,20,1,61343,1,5,1,1
0,1732,39,0,1,0,42723,1,1,1,1
13366510,1733,43,1,27,2,41276,1,1,3,0
2222160,1734,25,1,10,2,22575,1,1,1,1
504670,1735,31,1,13,0,91787,3,3,1,1
0,1736,32,1,19,0,49122,1,1,1,1
0,1737,29,1,1,0,31773,1,1,1,1
8320680,1738,29,1,18,0,53928,1,1,1,1
0,1739,30,1,26,0,56867,2,2,1,1
0,1740,27,0,14,2,53857,1,1,1,0
5814180,1741,39,1,3,0,95139,3,3,4,0
0,1742,32,0,19,2,95822,3,3,1,1
10855850,1743,38,1,9,1,45163,2,2,1,1
0,1744,23,1,14,1,47072,1,1,1,1
21356700,1745,31,1,9,2,149637,2,4,2,0
5644080,1746,51,0,3,2,38478,1,2,2,1
403730,1749,32,0,0,2,33681,1,1,1,1
153700,1751,30,1,24,2,60847,2,2,1,1
2199920,1752,35,0,6,0,80094,3,3,1,0
14401180,1753,41,1,4,1,47598,1,1,3,0
-500000,1754,25,0,1,2,42975,1,1,1,1
0,1755,29,1,11,0,37995,2,2,1,1
11165310,1756,42,0,4,0,51016,2,3,1,1
485570,1757,35,0,22,0,31500,1,1,1,1
0,1758,40,1,19,2,67685,3,3,1,0
0,1759,31,1,20,2,22738,1,1,1,1
439470,1760,31,1,23,0,30996,1,1,1,1
0,1761,39,1,12,2,149354,5,5,1,1
0,1763,22,0,3,1,33042,1,1,1,1
196060,1764,39,1,26,2,76804,3,3,1,0
0,1766,32,1,12,0,23221,3,3,1,0
626620,1769,33,1,11,2,45609,1,1,1,1
33709640,1770,38,0,23,2,92440,1,4,1,0
0,1771,34,0,6,1,40685,2,2,1,1
642820,1773,27,0,2,2,81385,1,2,1,1
484200,1774,35,1,15,2,83242,2,2,1,1
0,1775,37,0,9,0,85332,3,3,1,0
8743580,1776,37,1,2,2,73566,2,2,4,0
3834850,1778,29,1,22,2,47980,2,2,1,1
630200,1779,28,1,22,1,59205,1,1,1,1
187950,1781,39,1,17,2,91064,3,3,1,1
16483690,1782,40,0,9,0,101227,1,3,2,0
34374620,1783,45,1,5,1,54718,1,3,4,0
2591250,1784,30,0,15,2,58671,1,2,2,1
0,1785,31,1,19,0,67067,3,3,1,1
893410,1786,24,1,28,0,63577,1,1,2,1
0,1788,32,0,23,0,49696,2,2,1,1
0,1789,31,1,17,0,22875,1,1,1,1
0,1791,41,1,21,0,54377,2,2,1,0
2342890,1792,39,1,18,1,61613,3,3,2,1
2842880,1793,28,0,16,2,48734,2,2,2,0
117320,1795,29,1,5,0,60764,2,3,1,1
290950,1796,38,1,25,2,62204,2,2,1,1
768870,1797,25,1,27,0,45526,1,1,1,1
306770,1800,32,1,22,0,35542,2,2,1,1
1816830,1801,26,0,7,0,57714,1,1,2,0
0,1802,25,1,9,2,26520,2,2,1,0
-1385530,1803,34,1,22,2,52914,1,1,1,1
300830,1804,31,1,6,2,86813,3,3,1,0
2589640,1805,40,1,10,1,59636,3,3,1,0
341060,1807,29,1,11,0,16581,1,1,1,0
7067580,1808,52,1,25,0,65754,3,3,1,1
200000,1809,38,1,14,0,75835,2,4,1,1
10735670,1810,36,1,4,1,90743,1,3,1,1
18027620,1811,37,1,28,2,66631,1,2,2,0
0,1812,35,0,15,1,51267,3,3,1,0
1876530,1813,44,1,5,2,88204,4,4,1,1
15570900,1814,27,0,23,1,125011,1,4,1,1
739760,1815,32,1,22,0,44108,2,2,2,0
101890,1816,27,0,26,1,53920,1,1,1,1
20702280,1817,41,0,27,0,64154,1,3,2,0
0,1818,30,1,17,2,25579,2,2,1,1
270020,1819,23,1,7,0,30342,1,1,1,1
0,1820,37,0,12,0,57083,2,2,1,1
2094860,1823,44,1,17,1,46309,2,2,2,1
1856620,1824,22,1,18,1,27023,1,1,1,1
395400,1825,51,1,4,1,11943,1,1,1,1
4899080,1826,32,1,26,0,145483,3,3,1,1
1314850,1828,34,1,7,1,46866,3,3,2,0
0,1829,32,0,11,0,53181,1,1,1,1
5542490,1830,33,1,25,1,30044,1,1,3,0
637320,1831,38,1,24,0,42960,3,3,1,0
100370,1832,41,1,23,2,136307,5,5,1,1
0,1834,39,1,8,1,39994,2,2,1,1
1533680,1835,28,1,0,2,42507,1,2,1,1
2590880,1836,34,0,12,1,48546,2,2,1,0
4169060,1837,30,1,6,1,80368,2,2,4,0
101980,1838,28,0,26,2,22095,1,1,1,1
0,1839,38,1,11,1,15861,1,1,1,0
21029470,1840,31,0,25,0,38183,1,3,4,0
32766560,1841,33,1,16,1,123565,1,3,2,0
0,1842,28,0,15,1,68837,2,2,1,1
150350,1843,35,1,25,1,113857,3,3,1,1
103970,1844,42,0,0,0,17476,1,1,1,1
2305640,1845,30,1,28,2,45811,1,2,1,1
0,1846,39,0,22,0,41504,2,2,1,1
1682170,1847,33,0,16,0,26160,1,1,2,1
0,1848,28,1,4,2,40671,1,1,1,1
14208530,1849,33,1,25,2,53062,1,2,1,1
1684420,1850,34,0,12,2,80779,2,2,2,1
290830,1851,41,0,13,1,54180,2,2,1,1
29036280,1852,55,1,22,0,76029,1,3,4,0
11614440,1853,27,1,21,2,140833,1,4,1,1
3980110,1854,44,1,13,1,53355,1,2,2,1
0,1855,30,1,8,2,54971,2,2,1,1
20351490,1856,50,0,0,0,59431,1,4,3,1
26818060,1858,27,0,20,2,48860,1,1,2,0
17160130,1859,35,1,14,1,37209,1,1,4,0
234840,1860,35,1,5,0,37704,2,2,1,1
0,1861,39,1,7,1,41796,1,1,1,1
800710,1862,44,0,17,1,55815,2,2,1,1
0,1863,29,1,19,0,78511,2,2,1,1
29146990,1864,34,0,21,0,85688,1,3,3,0
3143290,1865,41,1,2,2,51764,2,2,1,1
473500,1866,33,1,3,0,38416,1,1,1,1
1850000,1867,26,0,12,2,90560,1,3,1,1
2357650,1868,43,0,19,1,78444,1,3,1,1
4346800,1869,33,0,13,0,127737,3,3,2,0
2458110,1871,29,1,24,1,42573,2,2,2,0
0,1872,36,0,3,1,63739,3,3,1,1
0,1873,33,0,27,1,53926,2,2,1,0
17454920,1874,38,1,18,0,55601,2,2,3,0
27099710,1875,45,0,11,2,74090,1,3,4,0
638080,1876,38,1,6,0,18948,1,1,1,1
52526160,1877,40,0,18,1,126742,1,5,1,1
5587800,1878,30,0,25,1,43578,2,2,1,1
4280480,1879,46,1,13,0,77647,3,3,1,1
0,1880,33,0,5,1,66854,2,2,1,0
4453830,1882,33,1,8,0,52471,3,3,2,1
197080,1883,34,0,3,1,53123,3,3,1,1
1205820,1884,30,1,16,0,44443,1,1,2,0
2895700,1886,30,1,7,0,18192,1,1,1,1
471290,1887,33,1,12,0,27895,1,2,1,1
4030510,1888,27,0,12,1,41255,2,2,1,0
0,1889,30,0,1,1,39830,2,2,1,1
0,1890,32,0,5,0,79599,3,3,1,1
0,1891,33,0,19,0,79239,3,3,1,1
20918330,1892,44,1,10,2,67732,1,2,4,0
1675670,1893,39,1,18,0,132819,5,5,1,0
0,1894,33,0,26,2,51264,3,3,1,0
0,1895,26,1,20,2,33721,1,1,1,1
0,1896,41,0,6,1,71593,2,2,1,1
6594920,1897,33,1,7,2,123750,2,4,1,1
0,1898,37,1,7,1,36230,3,3,1,1
221040,1899,30,1,6,2,57581,1,1,1,1
4413820,1900,30,1,4,1,24538,1,1,1,1
0,1901,28,1,2,2,96265,3,3,1,1
0,1902,35,0,28,1,39246,2,2,1,1
1228620,1904,27,1,5,1,29148,2,2,1,1
213060,1905,29,1,24,2,68418,3,3,1,1
7265580,1906,34,1,15,0,76092,2,3,1,1
0,1908,27,0,27,1,29660,2,2,1,1
2605330,1909,31,0,13,2,36661,3,3,2,1
3842680,1911,41,0,6,2,96143,3,3,1,1
2038430,1912,25,0,0,1,74589,1,3,1,1
1078260,1913,34,1,18,1,32285,2,2,1,1
2042670,1914,32,1,22,2,48010,1,1,2,0
951830,1916,37,0,7,2,34619,1,1,1,1
5339390,1917,31,1,23,2,27867,1,1,1,1
25757010,1918,31,0,13,1,73070,1,3,4,0
0,1919,33,1,13,2,41169,3,3,1,1
0,1922,27,1,12,0,25605,2,2,1,1
13626550,1924,31,0,1,0,73534,2,2,2,0
0,1925,27,1,23,0,63402,2,2,1,0
728820,1926,30,1,18,2,29575,1,1,1,1
2709580,1927,42,1,12,1,32043,1,3,1,1
485010,1928,29,1,4,0,69939,3,3,1,1
4184300,1929,31,1,28,2,66923,2,2,2,0
1061950,1930,37,1,21,0,67317,1,2,1,1
418100,1932,28,0,26,0,63898,2,2,1,1
0,1933,32,0,16,1,40086,1,1,1,1
0,1934,26,1,26,2,52518,2,2,1,1
1250540,1935,32,1,27,1,60214,1,1,2,1
16585750,1936,26,1,14,0,25818,1,1,3,0
3825400,1937,27,1,20,0,78057,3,3,1,1
1888150,1938,36,1,6,2,83455,3,3,1,1
1500210,1939,28,0,0,2,55315,1,2,1,1
1231750,1941,28,0,26,2,58533,2,2,3,1
663870,1942,36,0,19,0,61994,2,2,1,1
1241200,1944,46,0,2,0,19072,1,1,1,1
200000,1947,32,0,19,1,41973,2,2,1,1
0,1948,27,1,22,0,29520,1,1,1,1
3204010,1949,31,0,22,0,88909,3,3,1,1
0,1950,26,0,22,1,28506,2,2,1,1
0,1951,30,1,21,1,44512,3,3,1,1
3500430,1952,28,1,1,2,34020,1,1,1,1
1382460,1954,31,1,28,1,49213,1,1,1,1
0,1955,29,1,22,0,79676,3,3,1,0
474230,1956,36,1,5,0,77645,3,3,1,0
13395500,1957,38,0,13,1,25678,1,2,3,0
2435610,1958,28,0,17,1,32250,1,1,1,0
6006280,1959,36,1,18,2,40099,1,1,2,1
0,1960,30,0,0,1,59169,2,2,1,1
952730,1962,29,1,6,2,59078,3,3,2,0
0,1963,32,1,2,1,46860,2,2,1,1
1183570,1965,36,1,10,0,40118,3,3,2,0
375220,1967,41,1,21,1,28059,1,1,1,1
16747520,1968,40,1,6,0,55836,1,1,2,0
798510,1970,24,1,12,0,40996,2,2,1,1
0,1971,25,1,7,1,45593,2,2,1,0
3330620,1972,29,0,9,1,44137,1,1,1,0
233880,1973,36,1,5,0,52011,1,1,1,1
3357730,1975,36,0,11,0,21043,1,1,1,1
0,1976,31,0,12,2,51181,2,2,1,1
7227870,1977,36,0,27,1,26145,1,1,2,0
0,1978,41,1,8,1,12553,1,1,1,1
0,1979,33,1,17,0,18642,1,1,1,1
899410,1980,36,1,21,1,42383,3,3,1,0
2131080,1981,39,0,19,2,60415,2,2,3,0
6907240,1982,34,0,0,0,81936,2,2,2,0
2395890,1983,49,0,15,2,76531,1,2,1,1
181680,1984,35,1,26,0,56702,2,2,1,1
3033920,1987,25,1,23,2,67394,2,2,1,1
0,1988,39,1,16,1,72499,3,3,1,1
4643360,1989,37,1,26,2,76388,3,3,2,0
3121600,1990,22,1,20,1,48097,1,1,2,1
1119000,1991,30,1,12,2,76425,2,2,1,1
